1,mason,1438776302
-1,mason,1438776306
1,mason,1438776361
-1,kalani,1438776393
-1,mason,1438777073
-1,mason,1438842351
-1,mason,1438844166
-1,mason,1438846639
1,kalani,1438853377
1,mason,1438853377
1,kalani,1438853377
1,mason,1438853377
-1,mason,1438854908
-1,mason,1438854913
1,mason,1438861933
-1,mason,1438861936
1,mason,1438862149
-1,mason,1438902406
-1,mason,1438902407
-1,kalani,1438937082
-1,kalani,1438938895
-1,kalani,1438940771
-1,kalani,1438942580
1,mason,1439161130
2,kalani,1439193045
2,mason,1439193045
-1,mason,1439193509
-1,mason,1439195329
1,mason,1439195525
1,kalani,1439195906
1,kalani,1439195913
1,kalani,1439197088
-1,kalani,1439197102
-1,kalani,1439198912
-1,kalani,1439200723
-1,mason,1439276945
1,kalani,1439283173
1,kalani,1439287551
1,kalani,1439287986
-1,kalani,1439288001
-1,kalani,1439291476
-1,mason,1439291520
1,mason,1439292485
-1,kalani,1439293291
-1,mason,1439364677
-1,kalani,1439374034
1,kalani,1439374169
-1,kalani,1439376359
-1,kalani,1439378489
1,kalani,1439460637
1,mason,1439461071
1,kalani,1439461071
1,mason,1439461071
1,kalani,1439461071
-1,mason,1439461088
1,kalani,1439461090
1,mason,1439461127
-1,mason,1439461343
-1,kalani,1439461749
-1,kalani,1439463568
-1,kalani,1439465381
-1,mason,1439466037
1,kalani,1439558951
-1,kalani,1439559002
1,mason,1439590586
1,mason,1439590586
1,mason,1439590587
-1,mason,1439593422
-1,mason,1439593425
-1,mason,1439597688
1,kalani,1439601790
1,kalani,1439601791
1,kalani,1439603547
-1,mason,1439603550
-1,kalani,1439603556
-1,kalani,1439605368
-1,kalani,1439607185
-1,kalani,1439608996
1,mason,1439618241
1,mason,1439618246
-1,mason,1439618256
1,kalani,1439626874
1,kalani,1439626875
-1,kalani,1439629104
-1,kalani,1439630912
1,mason,1439638005
1,mason,1439638006
-1,mason,1439638513
-1,mason,1439641032
1,kalani,1439696139
1,mason,1439696139
1,kalani,1439696140
1,mason,1439696140
1,mason,1439696140
1,kalani,1439696140
1,kalani,1439696141
1,mason,1439696141
1,kalani,1439696142
1,mason,1439696142
1,kalani,1439696143
1,mason,1439696143
1,mason,1439696144
1,kalani,1439696144
1,mason,1439696145
1,kalani,1439696145
1,kalani,1439696146
1,mason,1439696146
-1,kalani,1439698716
-1,mason,1439698716
-1,kalani,1439698718
-1,mason,1439698718
-1,kalani,1439698726
-1,mason,1439698726
-1,kalani,1439698730
-1,mason,1439698730
1,mason,1439731150
-1,mason,1439731170
-1,mason,1439761518
1,mason,1439762457
-1,mason,1439762471
-1,kalani,1439799277
-1,kalani,1439801090
-1,kalani,1439802900
-1,mason,1439803936
-1,kalani,1439804710
-1,kalani,1439810522
1,kalani,1439810650
-1,mason,1439810677
-1,mason,1439882910
-1,mason,1439884861
-1,kalani,1439888095
1,mason,1439989139
1,mason,1439989154
